,Species,Total,Positive,Percentage,MSW05_Genus,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,References,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Certainty,BodyMass-Value,BodyMass-SpecLevel
203,Plecotus austriacus,31,0,0.0,Plecotus,-999.0,6.75,39.7,41.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,180.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,107;543;677;1658;1860;2143;2151;2622;2655;3110,-999.0,-999.0,-999.0,-999.0,8090041.6,55.38,10.06,32.72,119.32,-17.53,50.89,0.0,102.06,1.0,0.05,41.55,103.59,396.55,888.68,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,7.3,1.0
204,Plecotus taivanus,9,1,0.1111111111111111,Plecotus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,2151,-999.0,-999.0,-999.0,-999.0,36065.98,25.29,21.9,23.6,122.0,120.04,121.02,70.0,676.6,73.0,0.03,160.5,165.8,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,8.54,2.0
205,Ptenochirus jagori,83,27,0.3253012048192771,Ptenochirus,-999.0,79.18,84.34,-999.0,-999.0,243.33,-999.0,-999.0,1.0,-999.0,125.14,1.0,-999.0,-999.0,-999.0,1.0,2.0,96.0,17.4,-999.0,-999.0,-999.0,251.71,5.5,-999.0,2.0,1.0,89.99,-999.0,-999.0,1309;1439;1658;1705;2017;2151;2655;2885,-999.0,-999.0,-999.0,-999.0,248720.14,19.0,5.01,12.0,126.6,119.73,123.16,19.0,235.4,32.0,0.09,199.19,241.88,1471.18,1731.81,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,77.25,1.0
206,Pteronotus davyi,6,1,0.16666666666666666,Pteronotus,-999.0,9.52,45.1,-999.0,-999.0,-999.0,15.32,9.4,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,1.15,31.28,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,15;196;404;889;1297;1658;1822;1920;2143;2151;2295;2622;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,2748221.32,29.71,-8.17,10.77,-60.37,-112.09,-86.23,0.0,63.21,2.0,0.12,126.19,224.94,1175.64,1553.86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,9.21,1.0
207,Pteronotus parnellii,356,11,0.03089887640449438,Pteronotus,-999.0,19.59,60.09,57.0,-999.0,-999.0,30.72,19.2,1.0,-999.0,107.97,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;404;889;892;1297;1324;1432;1658;1822;2143;2151;2655;2719;2751;3043,-999.0,-999.0,-999.0,-999.0,8414216.78,29.31,-16.49,6.41,-34.79,-111.54,-73.16,0.0,32.23,0.0,0.12,152.61,240.05,1282.68,1552.85,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,19.67,1.0
208,Pteronotus personatus,4,0,0.0,Pteronotus,-999.0,7.99,44.49,45.21,-999.0,-999.0,22.96,14.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;404;889;1297;1432;1658;1822;2020;2151;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,4866973.12,27.64,-16.35,5.64,-34.79,-110.42,-72.6,0.0,40.21,1.0,0.12,139.39,237.93,1225.62,1550.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,8.71,1.0
209,Pteropus giganteus,508,21,0.041338582677165364,Pteropus,-999.0,824.85,177.97,-999.0,0.0,-999.0,377.0,739.2,1.0,-999.0,166.59,1.0,-999.0,-999.0,-999.0,0.99,1.0,376.8,90.32,-999.0,-999.0,550.0,395.29,-999.0,-999.0,2.0,1.0,152.08,-999.0,-999.0,211;212;543;1164;1297;1309;1386;1388;1528;1536;1658;1883;1884;1915;1950;2017;2045;2085;2143;2151;2549;2655;3023,-999.0,-999.0,-999.0,-999.0,3550847.86,34.03,1.88,17.95,96.91,66.78,81.85,0.0,331.94,34.0,0.09,105.0,243.34,783.94,1421.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,804.17,1.0
210,Pteropus lylei,367,68,0.18528610354223432,Pteropus,-999.0,319.75,151.74,237.49,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,78;196;360;1658;2151;2655;2719;2910,-999.0,-999.0,-999.0,-999.0,111952.43,15.05,6.58,10.82,108.48,98.87,103.67,3.0,148.94,8.0,0.08,167.45,259.48,1255.59,1749.45,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,316.67,1.0
211,Rhinolophus affinis,771,29,0.03761348897535668,Rhinolophus,-999.0,13.7,52.17,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1297;1621;1658;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,5563218.26,33.18,-10.32,11.43,123.16,77.55,100.35,1.0,211.49,8.0,0.08,150.25,191.86,1133.43,1336.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,13.63,1.0
212,Rhinolophus alcyone,8,0,0.0,Rhinolophus,-999.0,18.62,51.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,2901061.64,10.59,-5.06,2.76,31.93,-14.49,8.71,0.0,51.66,1.0,0.12,153.64,244.74,1361.21,1561.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,18.75,1.0
213,Rhinolophus capensis,1,0,0.0,Rhinolophus,-999.0,12.87,49.5,-999.0,-999.0,197.7,-999.0,-999.0,-999.0,-999.0,107.97,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,396.23,-999.0,-999.0,2.0,-999.0,60.41,-999.0,-999.0,196;281;283;1297;1658;2151;2655;2900,-999.0,-999.0,-999.0,-999.0,213936.79,-28.03,-34.83,-31.43,28.86,16.45,22.66,0.0,46.67,1.0,0.09,29.75,159.55,445.36,1108.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,12.8,1.0
214,Rhinolophus clivosus,2,0,0.0,Rhinolophus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,15704451.72,37.34,-34.83,1.25,51.41,-4.17,23.62,0.0,32.02,0.0,0.13,54.43,218.35,616.52,1425.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,15.66,1.0
215,Rhinolophus darlingi,3,0,0.0,Rhinolophus,-999.0,8.94,47.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,44;1297;1658;2143;2151;2622;2655;2900,-999.0,-999.0,-999.0,-999.0,6947234.73,10.84,-34.08,-11.62,40.84,7.23,24.03,0.0,24.2,0.0,0.16,67.52,209.29,750.88,1421.61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,9.45,1.0
216,Rhinolophus denti,5,0,0.0,Rhinolophus,-999.0,6.3,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,1723915.59,11.51,-30.47,-9.47,33.91,-12.91,10.5,0.0,10.71,0.0,0.11,53.11,212.22,570.34,1407.44,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,6.15,1.0
217,Rhinolophus euryale,19,1,0.05263157894736842,Rhinolophus,-999.0,9.25,47.5,-999.0,-999.0,821.25,-999.0,-999.0,-999.0,-999.0,92.54,1.0,-999.0,-999.0,-999.0,1.0,1.0,-999.0,3.89,-999.0,-999.0,-999.0,845.83,-999.0,-999.0,2.0,-999.0,105.72,-999.0,-999.0,1297;1658;2143;2151;2352;2622;2655,-999.0,-999.0,-999.0,-999.0,2321112.24,47.59,27.2,37.39,61.0,-9.4,25.79,2.0,111.76,11.0,0.02,57.64,109.11,493.24,886.49,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,8.15,1.0
218,Rhinolophus ferrumequinum,2168,247,0.113929889298893,Rhinolophus,-999.0,22.59,63.68,-999.0,-999.0,1277.5,-999.0,-999.0,1.0,-999.0,91.24,1.0,-999.0,-999.0,-999.0,0.98,1.0,360.0,5.64,-999.0,-999.0,-999.0,827.69,-999.0,-999.0,2.0,3.0,45.87,-999.0,-999.0,196;543;679;1272;1297;1375;1377;1406;1526;1658;1668;1689;1704;1705;1771;1904;2143;2151;2295;2352;2376;2377;2470;2622;2655;2712;3002,-999.0,-999.0,-999.0,-999.0,6797743.37,53.47,23.49,38.48,142.07,-9.49,66.28,0.0,161.37,6.0,0.07,59.9,108.69,510.66,954.79,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,21.06,1.0
219,Rhinolophus hildebrandtii,4,0,0.0,Rhinolophus,-999.0,25.99,64.35,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,92.54,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,-999.0,-999.0,-999.0,506.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,44;196;1257;1297;1658;1784;1863;2143;2151;2235;2622;2655;2719;2900,-999.0,-999.0,-999.0,-999.0,4302227.38,7.22,-25.92,-9.34,42.95,24.04,33.49,0.0,40.66,2.0,0.15,76.19,222.01,889.15,1504.27,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,25.99,1.0
220,Rhinolophus hipposideros,180,18,0.1,Rhinolophus,-999.0,4.57,37.49,38.99,-999.0,501.87,-999.0,-999.0,1.0,-999.0,75.51,1.0,-999.0,-999.0,-999.0,1.0,1.0,252.0,2.1,-999.0,-999.0,13.0,447.26,-999.0,-999.0,2.0,3.0,33.2,-999.0,-999.0,83;196;543;679;892;1036;1037;1265;1297;1375;1384;1656;1658;1705;2143;2151;2295;2352;2470;2622;2634;2655;2719;3023;3110,-999.0,-999.0,-999.0,-999.0,4202573.83,53.21,10.16,31.68,79.43,-10.47,34.47,0.0,107.18,10.0,0.04,51.75,96.32,466.96,859.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,4.71,1.0
221,Rhinolophus landeri,23,0,0.0,Rhinolophus,-999.0,9.39,41.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,119.61,1.0,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,60.41,-999.0,-999.0,44;196;1297;1658;1988;2143;2151;2655;2719;2900,-999.0,-999.0,-999.0,-999.0,12933273.28,17.87,-30.41,-6.27,43.22,-16.82,13.2,0.0,38.56,1.0,0.14,105.04,239.5,1025.12,1544.59,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,8.86,1.0
222,Rhinolophus lepidus,78,0,0.0,Rhinolophus,-999.0,5.46,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1297;1658;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,3486146.34,36.63,-0.44,18.09,102.93,64.84,83.88,1.0,284.24,14.0,0.1,104.9,216.1,826.49,1384.63,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,5.7,1.0
223,Rhinolophus luctus,20,0,0.0,Rhinolophus,-999.0,34.07,67.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1297;1658;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,6885843.77,32.03,-8.84,11.59,120.11,73.63,96.87,1.0,236.75,8.0,0.09,149.0,215.07,1092.37,1422.49,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,33.45,1.0
224,Rhinolophus macrotis,151,3,0.019867549668874173,Rhinolophus,-999.0,6.18,41.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,76;196;679;1297;1439;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,1278790.8,34.77,7.8,21.28,125.2,72.85,99.02,0.0,172.03,4.0,0.08,131.15,129.96,987.58,1137.55,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,6.15,1.0
225,Rhinolophus malayanus,15,0,0.0,Rhinolophus,-999.0,6.73,41.49,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1658;2151;2465;2655,-999.0,-999.0,-999.0,-999.0,974834.21,22.25,1.26,11.75,107.06,97.36,102.21,3.0,132.0,10.0,0.09,155.86,238.68,1187.06,1555.76,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,6.7,1.0
226,Rhinolophus mehelyi,1,0,0.0,Rhinolophus,-999.0,14.03,48.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1658;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,2078525.97,47.89,28.21,38.05,52.72,-9.49,21.61,1.0,133.41,10.0,0.04,47.24,123.7,451.06,961.77,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,12.33,1.0
227,Rhinolophus monoceros,203,56,0.27586206896551724,Rhinolophus,-999.0,-999.0,36.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,679;1658;2151,7.49,-999.0,-999.0,-999.0,22395.6,25.19,21.99,23.59,121.74,120.44,121.09,70.0,698.42,70.0,0.03,160.5,165.8,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,10.62,0.0
228,Rhinolophus osgoodi,2,0,0.0,Rhinolophus,-999.0,-999.0,43.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,12.39,-999.0,-999.0,-999.0,1032184.17,31.4,23.88,27.64,119.29,99.71,109.5,9.0,223.68,66.0,0.06,117.52,145.58,987.38,1057.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,10.62,0.0
229,Rhinolophus pearsonii,247,7,0.02834008097165992,Rhinolophus,-999.0,11.55,52.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,3427752.3,34.04,12.12,23.08,120.39,77.69,99.04,1.0,213.76,5.0,0.07,132.63,162.99,1013.68,1220.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,11.55,1.0
230,Rhinolophus pusillus,1297,43,0.03315343099460293,Rhinolophus,-999.0,5.15,37.59,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,83;196;679;1621;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,459599.24,30.75,9.95,20.35,119.25,76.23,97.74,1.0,284.98,11.0,0.08,101.35,198.87,924.58,1349.44,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,5.15,1.0
231,Rhinolophus rex,49,1,0.020408163265306117,Rhinolophus,-999.0,-999.0,60.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,679;1658;2151,32.62,-999.0,-999.0,-999.0,323465.19,31.07,24.5,27.79,110.2,102.21,106.2,56.0,208.68,88.0,0.06,108.96,144.47,989.59,1042.26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,10.4,2.0
232,Rhinolophus rouxii,48,0,0.0,Rhinolophus,-999.0,12.25,48.99,-999.0,28.0,735.06,-999.0,-999.0,1.0,-999.0,123.54,1.0,-999.0,-999.0,-999.0,0.99,1.0,60.0,2.86,-999.0,-999.0,-999.0,451.11,-999.0,-999.0,2.0,3.0,59.42,11.0,-999.0,679;1143;1145;1297;1658;2151;2367;2368;2369;2503;2655;2698,-999.0,-999.0,-999.0,-999.0,599516.17,22.36,6.37,14.36,96.66,72.73,84.69,22.0,372.79,70.0,0.07,117.75,258.78,925.29,1598.72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,12.25,1.0
233,Rhinolophus rufus,2,1,0.5,Rhinolophus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,224259.96,18.65,5.55,12.1,126.6,119.74,123.17,19.0,228.54,32.0,0.1,204.58,240.16,1470.06,1728.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,30.0,1.0
234,Rhinolophus shameli,20,2,0.1,Rhinolophus,-999.0,9.61,44.49,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,679;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,662383.5,23.45,11.94,17.69,107.53,95.89,101.71,5.0,69.8,9.0,0.08,141.34,239.25,1109.91,1564.68,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,9.61,1.0
235,Rhinolophus sinicus,5931,503,0.08480863260832912,Rhinolophus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,2366278.14,33.93,18.94,26.44,120.49,76.92,98.7,1.0,273.96,9.0,0.07,127.05,150.11,990.55,1121.64,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,D1,A,B,1.0,0.0,0.0,ABC,10.62,0.0
236,Rhinolophus thomasi,13,1,0.07692307692307693,Rhinolophus,-999.0,8.26,48.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;679;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,571234.4,22.61,5.93,14.27,106.4,97.06,101.73,5.0,102.53,9.0,0.09,139.07,228.32,1095.3,1478.89,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,8.3,1.0
237,Rhinophylla pumilio,4,0,0.0,Rhinophylla,-999.0,9.58,33.5,-999.0,-999.0,-999.0,16.24,9.5,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,196;890;1297;1658;1948;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,8340002.26,10.22,-19.43,-4.6,-34.79,-79.28,-57.03,0.0,12.53,0.0,0.12,163.68,244.76,1344.87,1566.64,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,9.55,1.0
238,Rhinopoma hardwickii,299,93,0.3110367892976589,Rhinopoma,-999.0,13.1,59.5,59.8,-999.0,365.0,-999.0,-999.0,1.0,-999.0,98.28,1.0,-999.0,-999.0,365.0,0.99,1.0,-999.0,2.5,-999.0,-999.0,551.0,320.04,-999.0,-999.0,2.0,3.0,52.04,9.68,-999.0,196;211;679;1297;1384;1388;1553;1658;1860;2143;2151;2349;2622;2655;3023;3110,-999.0,-999.0,-999.0,-999.0,16925604.79,36.49,0.69,18.59,99.73,-12.83,43.44,0.0,82.34,0.0,0.1,31.77,241.26,327.0,1374.32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,13.1,1.0
